,序号,姓名,所属公司,现任基金,累计从业时间,现任基金最佳回报,现任基金资产总规模
712,13,林材,前海联合,"前海联合添利债券A,前海联合添利债券C,前海联合国民健康混合A,前海联合科技先锋混合A,前海联合科技先锋混合C,前海联合国民健康混合C,前海联合添瑞一年持有混合A,前海联合添瑞一年持有混合C",2631,95.10,2.82
713,14,刘晨,达诚基金管理,"达诚宜创精选混合A,达诚宜创精选混合C",1631,-3.04,2.56
714,15,李琛,广发基金,"广发稳健策略混合,广发消费品精选混合C,广发睿鑫混合A,广发睿鑫混合C,广发消费品精选混合A",5027,164.05,10.82
715,16,李晨,天弘基金,"天弘现金管家货币C,天弘现金管家货币D,天弘弘运宝货币A,天弘弘运宝货币B,天弘现金管家货币E,天弘现金管家货币A,天弘现金管家货币B",1574,14.01,282.23
716,17,梁辰,财通基金,"财通内需增长12个月定开混合,财通优势行业轮动混合A,财通优势行业轮动混合C,财通多策略精选混合(LOF),财通多策略福鑫定开混合",1222,94.41,41.70
717,18,罗成,鹏扬基金,"鹏扬景兴混合A,鹏扬景兴混合C,鹏扬红利优选混合A,鹏扬红利优选混合C",1098,40.38,13.67
718,19,郎超,鹏华基金,鹏华医疗保健股票,1071,91.56,11.63
719,20,刘翀,华宝基金,华宝稳健养老(FOF),693,19.13,0.43
720,21,刘畅畅,华安基金,华安文体健康混合,435,97.38,1.96
721,22,郎骋成,富荣基金,"富荣沪深300指数增强A,富荣沪深300指数增强C,富荣福康混合A,富荣福康混合C,富荣价值精选混合A,富荣价值精选混合C",245,31.65,7.29
722,23,陆丛凡,海富通基金,"海富通全球收益债券美元,海富通上清所短融债券A,海富通上清所短融债券C,海富通中债3-5年国开债C,海富通中债3-5年国开债A,海富通中债1-3年国开债C,海富通中债1-3年国开债A,海富通策略收益债券A,海富通策略收益债券C,海富通中债1-3年农发债A,海富通中债1-3年农发债C,海富通全球收益债券人民币,海富通上证5年期ETF,海富通上证投资级可转债ETF,海富通上证城投债ETF,海富通上证10年期ETF,海富通中证短融ETF",624,6.29,50.97
723,24,李晨辉,东兴证券,"东兴蓝海财富混合,东兴众智优选混合,东兴未来价值混合A,东兴核心成长混合A,东兴核心成长混合C,东兴未来价值混合C,东兴兴晟混合A,东兴兴晟混合C",1739,38.84,3.72
724,25,刘长俊,东方基金,"东方卓行18个月定开债券A,东方卓行18个月定开债券C,东方稳健回报债券C,东方臻慧纯债债券A,东方臻慧纯债债券C,东方恒瑞短债债券A,东方恒瑞短债债券B,东方恒瑞短债债券C,东方稳健回报债券A",1117,4.24,76.40
725,26,兰传杰,易方达基金,易方达资源行业混合,814,36.19,9.32
726,27,罗春蕾,诺安基金,"诺安积极配置混合A,诺安积极配置混合C,诺安主题精选混合",2000,153.93,25.05
727,28,龙昌伦,嘉实基金,"嘉实沪深300指数研究增强,嘉实腾讯自选股大数据策略股票,嘉实长青竞争优势股票A,嘉实长青竞争优势股票C,嘉实中证500指数增强A,嘉实中证500指数增强C",1365,76.15,26.13
728,29,林翠萍,兴证全球基金,兴全沪港深两年持有混合,1415,19.59,32.05
729,30,卢纯青,中欧基金,"中欧先进制造股票A,中欧先进制造股票C,中欧研究精选混合A,中欧研究精选混合C",267,58.83,19.79
730,31,李长桥,方正富邦基金,"方正富邦创新动力混合C,方正富邦科技创新A,方正富邦科技创新C,方正富邦创新动力混合A",169,15.94,1.99
731,32,廖辰轩,淳厚基金,"淳厚信泽混合A,淳厚信泽混合C",0,--,2.08
732,33,刘朝阳,易方达基金,"易方达天天理财货币A,易方达天天理财货币B,易方达天天理财货币R,易方达易理财货币A,易方达财富快线货币A,易方达财富快线货币B,易方达财富快线货币Y,易方达天天理财货币C,易方达安悦超短债A,易方达安悦超短债C,易方达安悦超短债F,易方达易理财货币B",3102,18.35,2610.93
733,34,李朝昱,方正富邦基金,"方正富邦信泓混合A,方正富邦信泓混合C",127,7.68,0.88
734,35,陆从珍,华泰柏瑞基金,华泰柏瑞积极成长混合A,2144,-2.26,8.51
735,36,刘冬,天弘基金,天弘永裕平衡养老三年持有(FOF),1498,3.28,1.20
736,37,刘冬,天弘基金,"天弘养老2035三年(FOF),天弘永裕稳健养老一年(FOF)",1242,15.92,7.77
737,38,李丹,国寿安保基金,"国寿安保核心产业混合,国寿安保稳嘉混合A,国寿安保稳嘉混合C,国寿安保稳信混合A,国寿安保稳信混合C,国寿安保消费新蓝海混合",1870,64.14,20.92
738,39,刘敦,申万菱信基金,"申万菱信中证500指数优选增强A,申万菱信量化成长混合,申万菱信价值优先混合,申万菱信中证500指数优选增强C,申万菱信沪深300指数增强C,申万菱信量化对冲策略混合,申万菱信沪深300指数增强A",1255,57.28,34.80
739,40,李丹,银华基金,"银华岁盈定期开放债券,银华纯债信用债券(LOF)",149,1.14,44.46
740,41,李迪,诺安基金,诺安鸿鑫混合,77,8.91,0.51
741,42,李达夫,国投瑞银基金,"国投瑞银钱多宝货币A,国投瑞银钱多宝货币I,国投瑞银增利宝货币A,国投瑞银增利宝货币B,国投瑞银添利宝货币A,国投瑞银添利宝货币B,国投瑞银新活力定开混合A,国投瑞银新活力定开混合C,国投瑞银恒泽中短债A,国投瑞银恒泽中短债C,国投瑞银货币A,国投瑞银货币B,国投瑞银双债债券(LOF)A,国投瑞银双债债券C",3145,13.30,467.45
742,43,李迪光,诺安基金,诺安利鑫灵活配置混合,77,-5.32,0.71
743,44,李德辉,上投摩根基金,"上投摩根卓越制造股票,上投摩根科技前沿灵活配置混合,上投摩根慧选成长A,上投摩根慧选成长C,上投摩根慧见两年持有期,上投摩根智选30混合",1581,200.15,171.30
744,45,李栋梁,华宝基金,"华宝新飞跃灵活配置混合,华宝宝康债券C,华宝可转债债券C,华宝宝康债券A,华宝增强收益债券A,华宝增强收益债券B,华宝可转债债券A",3551,89.45,10.70
745,46,连端清,交银施罗德基金,"交银活期通货币A,交银活期通货币E,交银丰盈收益债券C,交银裕惠纯债债券,交银丰盈收益债券A,交银裕盈纯债债券A,交银裕盈纯债债券C,交银裕利纯债债券A,交银裕利纯债债券C",2053,18.48,362.20
746,47,李德清,国联安基金,"国联安增富一年定开债,国联安增裕一年定开债,国联安增瑞政策性金融债纯债A,国联安增瑞政策性金融债纯债C",78,0.66,144.80
747,48,刘大巍,浦银安盛基金,"浦银安盛盛通定开债券,浦银安盛盛融定开债券,浦银安盛中短债A,浦银安盛中短债C,浦银安盛上清所优选短融A,浦银安盛上清所优选短融C,浦银安盛盛诺定开债券,浦银安盛幸福回报定开债A,浦银安盛幸福回报定开债B,浦银安盛6个月定期债券A,浦银安盛6个月定期债券C,浦银安盛幸福聚利定开债A,浦银安盛幸福聚利定开债C,浦银安盛盛跃纯债债券A,浦银安盛盛跃纯债债券C",1674,19.90,271.33
748,49,李道滢,方正证券,"方正证券金立方一年持有期混合A,方正证券金立方一年持有期混合C",2371,3.55,25.50
749,50,李飞,富安达基金,"富安达富利纯债,富安达增强收益债券A,富安达增强收益债券C",3864,36.28,3.61
750,1,李峰,建信基金,"建信稳定鑫利债券A,建信稳定鑫利债券C,建信睿丰纯债定期开放债券,建信中短债纯债债券A,建信中短债纯债债券C,建信睿信三个月定开债,建信睿阳一年定期开放债券,建信利率债策略纯债债券A,建信利率债策略纯债债券C,建信信用增强债券(LOF)A,建信信用增强债券(LOF)C,建信转债增强债券A,建信转债增强债券C",1403,20.90,113.93
751,2,刘斐,南华基金,"南华瑞盈混合发起A,南华瑞盈混合发起C,南华瑞扬纯债A,南华瑞扬纯债C,南华丰淳混合A,南华丰淳混合C",1310,97.28,3.80
752,3,刘锋,中信建投基金,"中信建投睿信灵活配置混合A,中信建投睿溢混合A,中信建投睿信灵活配置混合C,中信建投睿溢混合C",1017,48.89,6.74
753,4,李飞,中金公司,"中金进取回报混合A,中金安心回报灵活配置混合A,中金安心回报灵活配置混合C,中金进取回报混合C",322,16.06,19.84
754,5,陆丰,汇安基金,"汇安丰华混合A,汇安丰华混合C,汇安丰利混合A,汇安丰利混合C",314,35.29,5.37
755,6,栾峰,嘉实基金,"嘉实低价策略股票,嘉实稳健混合",222,20.84,32.14
756,7,李富强,大成基金,"大成景润灵活配置混合,大成趋势回报灵活配置混合,大成景荣债券A,大成景荣债券C,大成动态量化混合,大成景禄灵活配置混合A,大成景禄灵活配置混合C,大成惠嘉一年定开债券,大成通嘉三年定开债券A,大成通嘉三年定开债券C,大成惠兴一年定开债券,大成惠泽一年定开债券发起式,大成惠恒一年定开债券发起式,大成可转债增强债券",1631,64.68,324.31
757,8,刘方旭,兴业基金,"兴业国企改革混合,兴业龙腾双益平衡混合,兴业安保优选混合,兴业睿进混合A,兴业睿进混合C,兴业高端制造混合A,兴业高端制造混合C",1920,158.94,42.37
758,9,刘方正,鹏华基金,"鹏华弘和混合A,鹏华弘和混合C,鹏华弘华混合A,鹏华弘华混合C,鹏华弘信混合A,鹏华弘信混合C,鹏华弘达混合A,鹏华弘达混合C,鹏华弘惠灵活配置混合A,鹏华弘惠灵活配置混合C,鹏华兴泰定期开放混合,鹏华兴悦定期开放混合,鹏华睿投混合,鹏华前海万科REITS",2198,180.51,127.24
759,10,李刚,鹏扬基金,"鹏扬聚利六个月持有期债券A,鹏扬聚利六个月持有期债券C,鹏扬景沃六个月持有期混合A,鹏扬景沃六个月持有期混合C,鹏扬景恒六个月持有混合A,鹏扬景恒六个月持有混合C,鹏扬景合六个月持有混合,鹏扬景惠六个月持有期混合A,鹏扬景惠六个月持有期混合C,鹏扬景安一年持有期混合A,鹏扬景安一年持有期混合C,鹏扬景明一年混合,鹏扬景源一年持有混合A,鹏扬景源一年持有混合C",804,9.51,227.19
760,11,林高榜,易方达基金,"易方达金融行业股票,易方达价值成长混合",1407,39.86,72.19
761,12,林国怀,兴证全球基金,"兴全安泰养老三年(FOF),兴全优选进取三个月持有(FOF),兴全安泰稳健养老一年持有混合(FOF),兴全安泰养老五年持有混合(FOF)",783,54.09,128.02
762,13,梁国桓,国融基金,"国融融泰灵活配置混合A,国融融泰灵活配置混合C,国融融兴混合A,国融融兴混合C",778,23.90,0.20
763,14,刘国江,天弘基金,"天弘港股通精选A,天弘港股通精选C,天弘文化新兴产业,天弘永定价值成长混合",689,50.40,18.53
764,15,李国林,嘉合基金,"嘉合锦程混合A,嘉合锦程混合C,嘉合稳健增长混合A,嘉合稳健增长混合C,嘉合消费升级混合,嘉合同顺智选股票A,嘉合同顺智选股票C,嘉合锦元回报混合A,嘉合锦元回报混合C",793,126.13,5.61
765,16,罗国庆,广发基金,"广发中证传媒ETF联接A,广发中证传媒ETF联接C,广发中证全指汽车指数A,广发中证全指汽车指数C,广发中证全指建筑材料指数A,广发中证全指建筑材料指数C,广发中证全指家用电器指数A,广发中证全指家用电器指数C,广发中证1000指数A,广发中证1000指数C,广发中证100ETF联接A,广发中证100ETF联接C,广发深证100指数(LOF)C,广发中证医疗指数(LOF)C,广发国证半导体芯片ETF,广发深证100指数(LOF)A,广发中证医疗指数(LOF)A,广发中证100ETF,广发中证传媒ETF,广发中证创新药产业ETF",1983,89.47,148.36
766,17,刘格菘,广发基金,"广发鑫享混合,广发创新升级混合,广发多元新兴股票,广发双擎升级混合A,广发科技创新混合,广发科技先锋混合,广发小盘成长混合(LOF)C,广发双擎升级混合C,广发小盘成长混合(LOF)A",2529,239.65,843.43
767,18,刘荟,西部利得基金,"西部利得聚禾混合A,西部利得聚禾混合C,西部利得新享混合A,西部利得新享混合C,西部利得新动向混合,西部利得多策略优选混合,西部利得个股精选股票",1900,77.56,7.16
768,19,梁浩,鹏华基金,"鹏华研究精选灵活配置混合,鹏华科技创新混合,鹏华新兴成长混合A,鹏华新兴成长混合C,鹏华成长智选混合A,鹏华成长智选混合C,鹏华汇智优选混合A,鹏华汇智优选混合C,鹏华新兴产业混合",3535,338.31,505.54
769,20,刘辉,上投摩根基金,"上投摩根成长动力混合,上投摩根内需动力混合",3292,131.67,36.14
770,21,李海,国泰基金,"国泰消费优选股票,国泰金鹿混合,国泰金泰灵活配置混合A,国泰金泰灵活配置混合C",1744,133.68,9.20
771,22,刘辉,国金基金,"国金鑫盈货币,国金金腾通货币A,国金金腾通货币C,国金惠享一年定开,国金惠远纯债A,国金惠远纯债C",1662,13.31,188.84
772,23,李恒,国泰基金,"国泰景气行业灵活配置混合,国泰蓝筹精选混合A,国泰蓝筹精选混合C,国泰金福三个月定开混合,国泰金马稳健混合",1512,161.53,43.23
773,24,林昊,华宝基金,"华宝新价值混合,华宝新机遇混合(LOF)C,华宝新活力混合,华宝宝惠债券,华宝宝利定开债券,华宝中债1-3年国开行债券指数,华宝新机遇混合(LOF)A",1462,58.35,170.13
774,25,刘辉,银华基金,"银华同力精选混合,银华内需精选混合(LOF),银华创业板两年定期开放混合,银华成长先锋混合",1464,80.34,143.40
775,26,梁皓,华商基金,"华商创新成长混合发起式,华商万众创新混合,华商鑫安灵活混合,华商双擎领航混合,华商均衡成长混合A,华商均衡成长混合C",1331,155.86,71.21
776,27,林皓,中科沃土基金,"中科沃土沃瑞混合A,中科沃土沃瑞混合C",496,71.29,0.63
777,28,罗昊,中信证券,"中信证券量化优选A,中信证券量化优选C",300,40.97,2.29
778,29,刘昊,民生加银基金,"民生加银新动力混合A,民生加银新动力混合D,民生加银新战略混合A,民生加银量化中国混合,民生加银汇鑫一年定开债A,民生加银汇鑫一年定开债C,民生加银汇鑫一年定开债D,民生加银恒裕债券,民生加银康利混合,民生加银瑞利混合,民生加银恒泽债券,民生加银润利混合,民生加银新战略混合C",234,10.63,51.09
779,30,刘宏,前海开源基金,"前海开源周期优选混合A,前海开源周期优选混合C,前海开源沪港深农业混合",6,0.00,4.64
780,31,廖瀚博,长城基金,"长城环保主题混合,长城久鼎混合,长城成长先锋混合A,长城成长先锋混合C",1106,130.16,78.87
781,32,刘瀚驰,富国基金,富国聚利三个月定开债,118,1.85,32.33
782,33,楼华锋,银河基金,"银河量化优选混合,银河量化价值混合,银河量化稳进混合,银河和美生活混合,银河沪深300指数增强A,银河沪深300指数增强C,银河中证沪港深高股息A,银河中证沪港深高股息C,银河定投宝腾讯济安指数",1898,73.34,21.28
783,34,廖欢欢,兴业基金,"兴业安保优选混合,兴业高端制造混合A,兴业高端制造混合C",73,-10.15,1.81
784,35,林洪钧,财通基金,"财通纯债债券A,财通收益增强债券C,财通可转债债券C,财通纯债债券C,财通汇利纯债,财通恒利纯债,财通久利三个月定开债发起式,财通兴利纯债12个月定开债,财通多利纯债,财通可转债债券A,财通收益增强债券A",2502,25.68,26.80
